# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Línea BAC - Vulcano SA,0,2,0,2,1,0,2,1,10,4
Línea BAE archivos - Vulcano SA,0,15,0,9,3,0,9,1.6666666666666667,15.555555555555555,31
Línea BAE archivos - Vulcano SA | Chile,0,1,0,1,1,0,1,1,9,2
Línea BAF archivos - Vulcano SA,0,1,0,1,0,0,1,1,18,2
Línea BAF archivos - Vulcano SA | Chile,0,1,0,1,0,0,1,1,4,2
Línea BAP archivos - Vulcano SA,0.07692307692307693,15,0,12,6,0,12,1.25,11.333333333333334,32
Línea BAS archivos - Vulcano SA,0,2,0,1,0,0,1,2,9,3
Línea BAS archivos - Vulcano SA | Chile,0,3,0,3,1,0,3,1,5,8
Línea BAT archivos - Vulcano SA,0,7,0,4,2,0,4,1.75,8,14
Línea BAT archivos - Vulcano SA | Chile,0,1,0,1,0,0,1,1,5,2
Mango fijo - Estriado (ø19 mm x 1,5 m) - Vulcano SA,0,3,0,3,2,1,3,1,8.666666666666666,8
Mango fijo - Estriado (ø32 mm x 5,80 m) - Vulcano SA,0,3,0,3,0,0,3,1,58,7
Mango fijo - Liso (ø19 mm x 1,5 m) - Vulcano SA,0,2,0,2,2,0,2,1,22.5,6
Mango fijo - Liso (ø32 mm x 6 m) - Vulcano SA,0.07692307692307693,14,0,11,6,0,9,1.5555555555555556,30.333333333333332,32
Mango telescópico - Estriado (ø32 m x 4,8 m) - Vulcano SA,0,6,0,6,6,0,6,1,15,13
Mango telescópico - Estriado (ø32 mm x 2,4 m) - Vulcano SA,0,3,0,3,2,0,3,1,11.333333333333334,8
Mango telescópico - Estriado (ø32 mm x 3,6 m) - Vulcano SA,0.16666666666666666,5,0,5,4,1,5,1,10.2,13
Mango telescópico - Liso (ø32 mm x 2,4 m) - Vulcano SA,0,15,0,12,8,0,12,1.25,62.666666666666664,42
Mango telescópico - Liso (ø32 mm x 3,6 m) - Vulcano SA,0,24,0,21,13,3,21,1.1428571428571428,15.571428571428571,60
Mango telescópico - Liso (ø32 mm x 4,8 m) - Vulcano SA,0.0625,15,0,11,9,2,11,1.3636363636363635,22.727272727272727,38
Mango telescópico liso ø32 x 60 - Vulcano SA,0.3333333333333333,2,0,2,1,0,2,1,14.5,8
Mangos archivos - Vulcano SA,0.13333333333333333,51,0,33,19,1,32,1.59375,26.34375,112
Manguera de descarga x 3 m - Vulcano SA,0,3,0,2,1,0,2,1.5,45.5,8
"Manguera flotante ø1 1/2"" - Bicolor - Vulcano SA,0,9,0,7,5,1,7,1.2857142857142858,25.285714285714285,29"
"Manguera flotante ø1 1/2"" - Bicolor x 10 m - Vulcano SA,0,10,0,7,3,3,7,1.4285714285714286,20.857142857142858,37"
"Manguera flotante ø1 1/2"" - Bicolor x 12 m - Vulcano SA,0,3,0,2,1,0,2,1.5,43.5,10"
"Manguera flotante ø1 1/2"" - Bicolor x 8 m - Vulcano SA,0,4,0,3,1,0,3,1.3333333333333333,65,11"
"Manguera flotante ø1 1/2"" - Cristal - Vulcano SA,0.25,3,0,3,1,0,3,1,9.333333333333334,7"
"Manguera flotante ø1 1/2"" con terminales - Cristal x 10 m - Vulcano SA,0,4,0,4,1,0,4,1,14,9"
"Manguera flotante ø1 1/2"" con terminales - Cristal x 12 m - Vulcano SA,0,8,0,6,3,0,6,1.3333333333333333,45.5,19"
"Manguera flotante ø1 1/2"" con terminales - Cristal x 8 m - Vulcano SA,0,1,0,1,1,0,1,1,30,4"
"Manguera flotante ø1 1/4"" - Bicolor - Vulcano SA,0,1,0,1,0,0,1,1,9,2"
"Manguera flotante ø1 1/4"" - Bicolor x 12 m - Vulcano SA,0,1,0,1,1,0,1,1,12,2"
"Manguera flotante ø1 1/4"" - Bicolor x 6 m - Vulcano SA,0,3,0,2,1,1,2,1.5,16,7"
"Manguera flotante ø1 1/4"" - Bicolor x 8 m - Vulcano SA,0,3,0,3,1,1,3,1,12.666666666666666,7"
"Manguera flotante ø1"" - Bicolor - Vulcano SA,0,4,0,4,3,0,4,1,17.75,10"
"Manguera flotante ø2"" - Bicolor - Vulcano SA,0,1,0,1,0,0,1,1,48,2"
Manguera plana de PVC - ø38 mm x 15 m - Vulcano SA,0,10,0,6,3,2,5,2,17.8,28
Manguera plana de PVC - ø38 mm x 30 m - Vulcano SA,0,24,0,16,5,8,16,1.5,40.625,80
Manguera plana de PVC - ø38 mm x 7,5 m - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,21,12
"Manguera ø3/8"" x 3 m - Vulcano SA,0,2,0,2,0,0,2,1,7.5,4"
Mangueras - Vulcano SA,0.08695652173913043,87,0,37,15,8,37,2.3513513513513513,57.432432432432435,177
Mangueras- Página 3 de 3 - Vulcano SA,0,2,0,2,1,0,2,1,5.5,7
"Manguito PN16 ø63 mm - RM 2"" (para pegar y roscar) - Vulcano SA,0,3,0,2,2,0,2,1.5,25,7"
Manguito con clip - Vulcano SA,0.06666666666666667,16,0,11,8,1,11,1.4545454545454546,25.181818181818183,44
Manguitos archivos - Vulcano SA,0,13,0,12,9,1,12,1.0833333333333333,21.416666666666668,30
Manija para tapa visora BAS - Vulcano SA,0,2,0,2,2,0,2,1,94.5,5
Manija selectora 2 vías - Vulcano SA,0,1,0,1,1,0,1,1,32,3
Manija selectora 3 vías / 6 vías - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,27.333333333333332,13
Manija selectora multiválvula 6 vías - Vulcano SA,0,6,0,5,3,0,5,1.2,68.4,16
Manija tapa visora BAC / BAP - Vulcano SA,0.16666666666666666,7,0,5,4,0,4,1.75,182.5,20
"Manometro filtros piscina - Rosca 1/4"" lateral - Vulcano SA,0.03125,37,0,26,15,4,26,1.4230769230769231,47.38461538461539,104"
Mantenimiento y limpieza - Página 2 de 9 - Vulcano SA,0,8,0,1,0,0,1,8,640,10
Mantenimiento y limpieza - Página 4 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,25,4
Mantenimiento y limpieza - Página 5 de 9 - Vulcano SA,0,4,0,1,0,0,1,4,36,6
Mantenimiento y limpieza - Página 8 de 9 - Vulcano SA,0,4,0,2,0,0,2,2,47.5,10
Mantenimiento y limpieza - Vulcano SA,0.07017543859649122,228,0,46,24,2,46,4.956521739130435,65.1304347826087,352
Marco 20 cm con regulador de caudal - Vulcano SA,0,7,0,6,5,0,6,1.1666666666666667,13.333333333333334,22
Marco 38 cm con regulador de caudal - Vulcano SA,0.1,28,0,7,6,0,7,4,5.285714285714286,62
Marco para boca ancha - Vulcano SA,0.1111111111111111,10,0,7,7,0,7,1.4285714285714286,9.285714285714286,26
Marco vista skimmer boca ancha - hormigón - Vulcano SA,0.1,9,0,8,6,2,8,1.125,26,29
Mariposa de ajuste - Vulcano SA,0,3,0,3,2,1,3,1,13.333333333333334,11
Mecanismo flotante - Vulcano SA,0,1,0,1,0,1,1,1,38,5
Motor BAC 1.50HP - Monofásico - Vulcano SA,0,3,0,2,2,0,2,1.5,29.5,7
Motor BAC 2.00HP (MI) - Trifásico - Vulcano SA,0.25,3,0,2,2,0,2,1.5,6.5,7
Motor BAC 2.00HP - Monofásico - Vulcano SA,0,5,0,4,3,0,4,1.25,8,11
Motor BAC 2.70HP - Monofásico - Vulcano SA,0,3,0,2,2,0,2,1.5,28,6
Motor BAC 3.00HP (MI) - Trifásico - Vulcano SA,0,2,0,2,1,0,2,1,15.5,4
Motor BAD 0.50HP - Monofásico - Vulcano SA,0,1,0,1,0,0,1,1,25,2
Motor BAD 0.75HP 2-S - Monofásico - Vulcano SA,0,3,0,2,0,0,2,1.5,22.5,6
Motor BAD 1.00HP 2-S - Monofásico - Vulcano SA,0,2,0,1,0,1,1,2,65,6
Motor BAD 1.25HP 2-S - Monofásico - Vulcano SA,0.3333333333333333,2,0,2,1,1,2,1,12,8
Motor BAE / BAP 1.00HP (MI) - Trifásico - Vulcano SA,0,1,0,1,1,0,1,1,1,5
Motor BAE / BAT / BAP 1.00HP - Monofásico - Vulcano SA,0.1111111111111111,10,0,7,4,0,7,1.4285714285714286,52.285714285714285,25
Motor BAE / BAT / BAP 1.25HP - Monofásico - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,18.5,6
Motor BAE/BAT/BAP 0.50HP - Monofásico - Vulcano SA,0.1,9,0,8,5,0,8,1.125,35.25,28
Motor BAE/BAT/BAP 0.50HP - Monofásico archivos - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Motor BAE/BAT/BAP 0.75HP - Monofásico - Vulcano SA,0.05263157894736842,19,0,16,8,0,16,1.1875,37.3125,54
Motor BAE/BAT/BAP 1.00HP - Trifásico - Vulcano SA,0.25,4,0,2,2,0,2,2,74,11
Motor BAP (AL) 0.33HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,1,5
Motor BAS 0.33HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,72,3
Motor BAS 0.50HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,13,4
Motor centrífuga 0.50HP - Monofásico - Vulcano SA,0,3,0,3,3,0,3,1,7.333333333333333,8
Motor centrífuga 0.75HP - Monofásico - Vulcano SA,0,2,0,2,1,0,2,1,31,4
Motor centrífuga 1.00HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,2,2
Motor centrífuga 1.00HP - Trifásico - Vulcano SA,0,1,0,1,0,1,1,1,10,5
"Multiválvula 3 vías 1 1/2"" (para roscar) - Vulcano SA,0.03225806451612903,35,0,29,18,1,28,1.25,40.82142857142857,86"
Multiválvula 3 vías ø50 (para pegar) - Vulcano SA,0,25,0,19,7,5,18,1.3888888888888888,44.111111111111114,64
"Multiválvula 6 vias MOD.2020 - 1 ½"" com bucha - Vulcano SA,0,0,0,1,1,0,1,0,31,1"
"Multiválvula 6 vías - 1 ½"" - Vulcano SA,0.1,28,0,21,17,2,21,1.3333333333333333,47.38095238095238,89"
"Multiválvula 6 vías - 1 ½"" c/buje - Vulcano SA,0,2,0,2,2,0,2,1,4.5,7"
"Multiválvula 6 vías - 1 ½"" s/buje - Vulcano SA,0,15,0,13,10,1,13,1.1538461538461537,25.53846153846154,41"
"Multiválvula 6 vías - 2"" Lateral - Vulcano SA,0,8,0,7,5,1,7,1.1428571428571428,82.28571428571429,21"
"Multiválvula 6 vías - 2"" TOP - Vulcano SA,0,1,0,1,1,0,1,1,42,3"
"Multiválvula 6 vías - 2"" s/buje - Vulcano SA,0.08333333333333333,8,0,7,4,2,7,1.1428571428571428,59.857142857142854,30"
"Multiválvula 6 vías MOD.2020 - 1 ½"" - Vulcano SA,0,11,0,9,9,0,9,1.2222222222222223,49.666666666666664,30"
"Multiválvula 6 vías MOD.2020 - 1 ½"" c/buje - Vulcano SA,0.07692307692307693,68,0,41,28,2,41,1.6585365853658536,60.390243902439025,182"
"Multiválvula selectora 2 vías 1 1/2"" (para roscar) - Vulcano SA,0,13,0,13,7,0,13,1,37.23076923076923,39"
Multiválvula selectora 2 vías ø50 (para pegar) - Vulcano SA,0,6,0,5,2,0,5,1.2,64.4,15
Multiválvulas 2 y 3 vías archivos - Vulcano SA,0.014705882352941176,77,0,61,26,17,60,1.2833333333333334,32.71666666666667,218
Multiválvulas de 2 e 3 vias - Vulcano SA,0,0,0,1,1,0,1,0,9,1
Módulo extensor para boca skimmer - Vulcano SA,0,8,0,7,2,5,7,1.1428571428571428,31.857142857142858,27
Módulo extensor para cuello - Vulcano SA,0.1,11,0,6,2,3,6,1.8333333333333333,27.833333333333332,34
O'Ring - Vulcano SA,0,14,0,13,7,5,13,1.0769230769230769,18.307692307692307,44
"O'Ring 1 1/2"" - Vulcano SA,0,3,0,2,2,0,2,1.5,10,9"
O'Ring difusor - Vulcano SA,0,5,0,4,3,0,4,1.25,20.75,15
O'Ring p/ unión - Vulcano SA,0,2,0,2,1,0,2,1,29,7
O'Ring p/tapa dosificador - Vulcano SA,0,5,0,4,3,0,4,1.25,30.5,13
O'Ring para aspiración multiválvula 3 vías - Vulcano SA,0,3,0,2,1,0,2,1.5,9,6
O'Ring para buje - Vulcano SA,0.2,5,0,4,3,0,4,1.25,16.5,12
O'Ring para buje multiválvula 2 vías - Vulcano SA,0,1,0,1,1,0,1,1,4,2
O'Ring para caja de conexiones - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,9,10
O'Ring para cuerpo BAS 0.33HP / BAS 0.50HP / BAD 0.50/0.75/1.00HP / ECM 0.50HP - Vulcano SA,0,2,0,1,1,0,1,2,27,7
O'Ring para cuerpo ECM 0.75 / 1.00HP - Vulcano SA,0,2,0,1,1,0,1,2,18,5
O'Ring para cuerpo intermedio - Vulcano SA,0,3,0,3,3,0,3,1,11.333333333333334,9
O'Ring para perilla dosificador - Vulcano SA,0,3,0,2,2,0,2,1.5,10,8
O'Ring para retén rotor - Vulcano SA,0.14285714285714285,6,0,6,2,3,5,1.2,23.6,23
O'Ring para tapa multiválvula 3 vías - Vulcano SA,0,3,0,3,2,0,3,1,8.333333333333334,16
O'Ring para tapa multiválvula 6 vías - Vulcano SA,0.07692307692307693,13,0,8,8,0,8,1.625,57,30
O'Ring para tapa visora BAC / BAP - Vulcano SA,0,4,0,4,4,0,4,1,38.75,14
O'Ring para tapón de drenaje - Vulcano SA,0,4,0,4,2,2,4,1,6,12
O'Ring para tapón drenaje - Vulcano SA,0,7,0,5,3,2,5,1.4,31.8,25
O'Ring para uniones doble - Vulcano SA,0,3,0,3,2,1,3,1,11.666666666666666,12
O'Ring para unión doble - Vulcano SA,0,2,0,2,2,0,2,1,56,6
O'Ring para unión doble ø50 - Vulcano SA,0,4,0,4,3,0,4,1,10,10
O'Ring para válvula automática - Vulcano SA,0,2,0,2,2,0,2,1,29.5,5
O'Ring para válvula desagote - Vulcano SA,0,2,0,2,2,0,2,1,15,6
O'Ring para vástago multiválvula 2 vías - Vulcano SA,0,2,0,2,2,0,2,1,14,5
O'Ring retén para rotor mv 6 vías - Vulcano SA,0,3,0,3,3,0,3,1,43,10
O’Ring tapa visora - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,35,11
PH Mas (+) en polvo (2,5 kg) - Vulcano SA,0,14,0,3,1,1,3,4.666666666666667,4.333333333333333,25
PH Mas (+) en polvo (7 kg) - Vulcano SA,0,4,0,4,0,4,4,1,11.25,15
PH Menos (-) en polvo (3 kg) - Vulcano SA,0,3,0,3,2,0,3,1,14,8
POOL-INVERTER 110 热泵 - Vulcano SA,0,0,0,1,0,0,1,0,9,2
POOL-INVERTER 25 热泵 - Vulcano SA,0,0,0,2,0,0,2,0,26.5,5
POOL-INVERTER 50 热泵 - Vulcano SA,0,0,0,3,0,0,3,0,9,6
POOL-INVERTER 75 热泵 - Vulcano SA,0,0,0,1,0,0,1,0,6,2
Page not found - Vulcano SA,0,0,0,1,1,0,1,0,15,2
Pasamanos AISI archivos - Vulcano SA,0,50,0,36,23,4,36,1.3888888888888888,30.27777777777778,132
Pasamanos corto para 2 escalones - Vulcano SA,0,13,0,7,5,2,7,1.8571428571428572,33.857142857142854,33
Pasamanos corto para vereda ø38,1 mm - Vulcano SA,0.041666666666666664,26,0,21,17,2,21,1.2380952380952381,21.904761904761905,64
Pasamanos largo para 4 escalones - Vulcano SA,0.02857142857142857,37,0,25,12,5,25,1.48,41.32,104
Pasamanos largo para vereda ø38,1 mm - Vulcano SA,0.044444444444444446,47,0,33,10,15,32,1.46875,30.71875,133
Pasamanos largo para vereda ø44,5 mm - Vulcano SA,0,32,0,24,14,3,24,1.3333333333333333,80.54166666666667,82
Pasamuro FV luminarias halógenas - Vulcano SA,0.2,5,0,4,4,0,4,1.25,254.5,16
Pasamuro hormigón luminarias halógenas - Vulcano SA,0.125,6,0,6,4,0,6,1,7.666666666666667,18
Pasamuro hormigón luminarias halógenas archivos - Vulcano SA,0,1,0,1,0,1,1,1,28,6
"Pasamuro para caño ¾"" (piscina de hormigón) - Vulcano SA,0.11764705882352941,16,0,13,11,2,13,1.2307692307692308,57.15384615384615,50"
Pasamuro para luminaria LED (piscina de fibra de vidrio) - Vulcano SA,0,2,0,1,1,0,1,2,17,7
Pasamuro para luminaria LED (piscina de hormigón) - Vulcano SA,0.2,16,0,14,12,3,14,1.1428571428571428,26.714285714285715,53
Pasamuro para luminaria PowerLED (piscina de fibra de vidrio) - Vulcano SA,0.05263157894736842,22,0,16,10,5,16,1.375,29.375,70
"Pasamuro paracaño ¾"" (piscina de fibra de vidrio) - Vulcano SA,0.2,4,0,3,2,0,2,2,13,15"
Peldaños AISI - Vulcano SA,0,3,0,2,2,0,2,1.5,81.5,7
Peldaños plásticos - Vulcano SA,0,5,0,4,3,1,4,1.25,19.5,18
Perilla Clamp p/sist. Tool-Free - Vulcano SA,0,3,0,3,3,0,3,1,30,11
Perilla blanca para regulador - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Perilla con inserto - Vulcano SA,0,3,0,2,2,0,2,1.5,152.5,9
Perilla con vástago - Vulcano SA,0,1,0,1,1,0,1,1,8,2
Perilla cromada para regulador - Vulcano SA,0,1,0,1,1,0,1,1,4,2
Perilla interruptor automático - Zuipy - Vulcano SA,0,7,0,7,3,3,7,1,6.857142857142857,20
Perno - Vulcano SA,0,4,0,4,1,2,4,1,22.5,11
Perno AISI manija selectora - Vulcano SA,0,6,0,2,2,0,2,3,62,17
Perno Clamp p/sist. Tool-Free - Vulcano SA,0,3,0,3,3,0,3,1,6,8
Perno de horqueta - Vulcano SA,0,3,0,2,2,0,2,1.5,7,7
Perno horquilla - Vulcano SA,0,4,0,2,2,0,2,2,16,11
Perno manguito AISI - Vulcano SA,0,7,0,6,3,1,6,1.1666666666666667,27.166666666666668,22
Peças de reposição - Vulcano SA,0,15,0,3,1,0,3,5,152,21
Pico esférico blanco para hidrojet - Vulcano SA,0,4,0,2,1,0,2,2,9.5,8
Pico esférico blanco ø19 - Vulcano SA,0,1,0,1,1,0,1,1,18,3
Pico esférico cromado para hidrojet - Vulcano SA,0,3,0,2,2,0,2,1.5,11.5,7
Picos difusores VC-100 - Vulcano SA,0,8,0,7,6,1,7,1.1428571428571428,46.57142857142857,19
Picos difusores VC-20 - Vulcano SA,0,5,0,5,4,1,5,1,48.4,14
Picos difusores VC-30 / VF 2000 - Vulcano SA,0,3,0,2,1,0,2,1.5,7.5,6
Picos difusores VC-50 - Vulcano SA,0,6,0,1,0,0,1,6,134,12
Pie de apoyo ECM 0.50HP - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,54.666666666666664,16
Pie de apoyo ECM 0.75 / 1.00HP - Vulcano SA,0,3,0,3,1,0,3,1,47.666666666666664,10
Pie de apoyo motor bombas BAC - Vulcano SA,0,2,0,1,0,1,1,2,21,6
Pie de apoyo p/motor - Vulcano SA,0,2,0,2,2,0,2,1,61,6
Pie de apoyo para carro porta bomba negro - Vulcano SA,0,1,0,1,1,0,1,1,12,3
Piedra fina x 24 kg - Vulcano SA,0.14285714285714285,6,0,4,1,0,3,2,8,13
Piedra gruesa x 24 kg - Vulcano SA,0,4,0,4,2,0,4,1,16.75,9
Piscinas archivos - Vulcano SA,0,16,0,11,8,0,11,1.4545454545454546,22.181818181818183,34
Piscinas comerciales archivos - Vulcano SA,0.017857142857142856,150,0,89,62,0,89,1.6853932584269662,20.359550561797754,346
Piscinas olímpicas archivos - Vulcano SA,0.043478260869565216,118,0,56,41,0,56,2.107142857142857,25.089285714285715,265
Piscinas olímpicas archivos - Vulcano SA | Chile,0,2,0,2,0,0,2,1,4,4
Piscinas residenciales archivos - Vulcano SA,0.03617571059431524,512,0,280,152,2,280,1.8285714285714285,23.65714285714286,1179
Piscinas residenciales archivos - Vulcano SA | Chile,0,1,0,1,0,0,1,1,3,2
Placa LED B-18 c/cable - Vulcano SA,0.25,3,0,1,1,0,1,3,25,8
Placa reguladora p/TF esquina FV - Vulcano SA,0,1,0,1,1,0,1,1,22,3
Plataforma FV-180 para trampolín - Vulcano SA,0,10,0,8,7,0,8,1.25,27.25,31
Plataforma FV-250 para trampolín - Vulcano SA,0,8,0,5,4,0,5,1.6,25.6,16
Políticas de privacidad - Vulcano SA,0.06666666666666667,10,0,6,4,0,6,1.6666666666666667,53.166666666666664,19
Pool Accessories - Vulcano SA,0,0,0,2,0,0,2,0,9,2
Pool cleaners archivos - Vulcano SA,0,0,0,1,0,0,1,0,10,2
Pool heating - Vulcano SA,0,3,0,1,0,0,1,3,31,6
Pool-Inverter 110 热泵 - Vulcano SA,0,0,0,1,0,0,1,0,67,2
Pool-Inverter 75 热泵 - Vulcano SA,0,0,0,2,0,0,2,0,22.5,3
Porta cartucho BAF - Vulcano SA,0,1,0,1,1,0,1,1,1,5
PowerLED 18W luz blanca 10 m - Vulcano SA,0.2,4,0,4,1,1,4,1,36.5,10
PowerLED 18W luz blanca 2,6 m - Vulcano SA,0,1,0,1,1,0,1,1,8,2
PowerLED 6W RGB 10 m - Vulcano SA,0,4,0,1,0,0,1,4,31,8
PowerLED 6W luz blanca 5 m - Vulcano SA,0,3,0,3,1,0,3,1,10,7
PowerLED 9W RGB 10 m - Vulcano SA,0,3,0,3,1,0,3,1,6.333333333333333,5
PowerLED archivos - Página 2 de 2 - Vulcano SA,0,12,0,4,1,0,4,3,23.25,20
PowerLED archivos - Vulcano SA,0.05405405405405406,124,0,55,24,3,55,2.2545454545454544,45.56363636363636,276
"Pre-filtro trampa de pelos ø10"" - Vulcano SA,0,6,0,6,4,0,6,1,16.333333333333332,17"
"Pre-filtro trampa de pelos ø12"" - Vulcano SA,0.047619047619047616,19,0,18,7,6,17,1.1176470588235294,24.529411764705884,63"
"Pre-filtro trampa de pelos ø4"" - Vulcano SA,0.13636363636363635,41,0,30,18,4,28,1.4642857142857142,21.678571428571427,115"
"Pre-filtro trampa de pelos ø4"" archivos - Vulcano SA,0,1,0,1,0,1,1,1,18,5"
"Pre-filtro trampa de pelos ø8"" - Vulcano SA,0.1,9,0,8,6,0,7,1.2857142857142858,18.571428571428573,24"
Pre-filtros archivos - Vulcano SA,0,30,0,23,10,2,23,1.3043478260869565,16.217391304347824,76
Preguntas frecuentes ZUIPY - Vulcano SA,0.10714285714285714,31,0,25,18,1,25,1.24,109.64,79
Productos - Vulcano SA,0.018050541516245487,970,0,247,66,126,247,3.9271255060728745,62.635627530364374,1756
Productos archivo - Vulcano SA,0,7,0,4,1,3,4,1.75,7.75,14
Productos químicos archivos - Página 2 de 3 - Vulcano SA,0,4,0,1,1,0,1,4,22,9
Productos químicos archivos - Página 3 de 3 - Vulcano SA,0,2,0,2,0,0,2,1,156,5
Productos químicos archivos - Vulcano SA,0.03571428571428571,78,0,16,9,0,16,4.875,135.3125,141
Produtos - Vulcano SA,0,6,0,3,0,0,3,2,38.666666666666664,13
Puente prensa cable para caja de conexión motores - Vulcano SA,0,2,0,2,2,0,2,1,21,5
Pulsador neumático blanco - Vulcano SA,0,16,0,15,8,5,15,1.0666666666666667,28.2,57
Pulsador neumático cromado - Vulcano SA,0.07142857142857142,14,0,11,6,1,11,1.2727272727272727,76.9090909090909,39
Pumps - Vulcano SA,0,0,0,1,0,0,1,0,9,2
Página no encontrada - Vulcano SA,0.05,280,0,120,67,18,115,2.4347826086956523,10.069565217391304,596
Quiero ser revendedor - Vulcano SA,0.05325443786982249,164,0,144,50,21,143,1.1468531468531469,90.23776223776224,480
"Racord 1 1/2"" - Vulcano SA,0,4,0,4,4,0,4,1,43.75,12"
Rebosadero aro blanco RH 1 1/2 - FV - Vulcano SA,0,5,0,5,4,0,5,1,19.8,11
Rebosadero aro blanco RH 1 1/2 - Hormigón - Vulcano SA,0.1,9,0,8,3,4,7,1.2857142857142858,14,26
Rebosadero aro blanco RH 1 1/2 - Hormigón archivos - Vulcano SA,0,1,0,1,1,0,1,1,4,4
Rebosadero aro blanco ø50 mm - FV - Vulcano SA,0,2,0,2,2,0,2,1,33.5,4
Rebosadero aro blanco ø50 mm - Hormigón - Vulcano SA,0,5,0,5,1,0,5,1,24.4,10
Rebosaderos archivos - Vulcano SA,0,34,0,27,15,0,27,1.2592592592592593,11.518518518518519,82
Regatón de PVC - Vulcano SA,0,3,0,2,2,0,2,1.5,6.5,6
Regatón de goma (opcional) - Vulcano SA,0,2,0,1,0,1,1,2,4,8
Regatón plástico - Vulcano SA,0,3,0,3,2,1,3,1,10.333333333333334,10
"Regatón plástico 1 1/4"" - Vulcano SA,0,3,0,2,2,0,2,1.5,9.5,7"
Regulador de aire blanco - Vulcano SA,0,8,0,7,5,2,7,1.1428571428571428,16.428571428571427,26
Regulador de aire cromado - Vulcano SA,0,8,0,7,5,1,7,1.1428571428571428,19.571428571428573,22
Regulador de caudal con pernos - Vulcano SA,0.16666666666666666,12,0,8,5,1,8,1.5,58.625,30
Reguladores de pH archivos - Vulcano SA,0,9,0,8,3,0,8,1.125,12.625,21
Rejilla estrella - Vulcano SA,0,3,0,3,2,1,3,1,17,11
Rejilla flexible para toma FV - Vulcano SA,0,3,0,3,2,1,3,1,11.333333333333334,9
Rejilla superior - Vulcano SA,0.07692307692307693,12,0,10,9,0,10,1.2,48.2,35
Rejillas para vereda archivos - Vulcano SA,0,38,0,29,13,8,28,1.3571428571428572,10.964285714285714,103
Repuestos - Página 13 de 49 - Vulcano SA,0,1,0,1,0,0,1,1,4,2
Repuestos - Página 17 de 49 - Vulcano SA,0,2,0,2,1,0,2,1,6,3
Repuestos - Página 2 de 49 - Vulcano SA,0,10,0,1,0,0,1,10,135,13
Repuestos - Página 24 de 49 - Vulcano SA,0,1,0,1,1,0,1,1,10,3
Repuestos - Página 27 de 49 - Vulcano SA,0,2,0,1,0,1,1,2,67,7
Repuestos - Página 32 de 49 - Vulcano SA,0,3,0,2,0,1,2,1.5,14,8
Repuestos - Página 35 de 49 - Vulcano SA,0,12,0,1,1,0,1,12,143,15
Repuestos - Página 4 de 49 - Vulcano SA,0,1,0,1,1,0,1,1,13,2
Repuestos - Página 42 de 49 - Vulcano SA,0,2,0,1,1,0,1,2,48,5
Repuestos - Página 46 de 49 - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Repuestos - Página 5 de 49 - Vulcano SA,0,3,0,1,0,1,1,3,13,6
Repuestos - Página 7 de 49 - Vulcano SA,0,1,0,1,0,0,0,0,0,2
Repuestos - Página 9 de 49 - Vulcano SA,0,9,0,2,0,1,2,4.5,66.5,13
Repuestos - Vulcano SA,0.03409090909090909,1603,0,325,107,98,325,4.932307692307693,87.62461538461538,2782
Repuestos - Vulcano SA | Chile,0,1,0,1,1,0,1,1,29,3
Resina catiónica x 25 l - Vulcano SA,0,45,0,37,18,6,37,1.2162162162162162,28.54054054054054,127
Resorte AISI 3 vías - Vulcano SA,0,1,0,1,0,0,1,1,15,2
Resorte AISI 6 vías - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,31,10
Resorte AISI para limpiafondo - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
"Resultados para "" Adaptador de filtrado "",0,2,0,1,1,0,1,2,14,10"
"Resultados para "" Skimmer boca chica H Skimmer boca chica H "",0,1,0,1,0,0,1,1,7,4"
"Resultados para "" de calor "",0,2,0,1,0,0,1,2,5,9"
"Resultados para "" dosificados "",0,1,0,1,1,0,1,1,23,5"
"Resultados para ""%pasamuro "",0,2,0,1,1,0,1,2,18,7"
"Resultados para ""-Filtro De Arena Para Piscina Vulcano Vc-100 De 6 Vías "",0,1,0,1,0,0,1,1,5,4"
